locationName,locationZipCode,description,buildingType,waterUsageIntensity,sqFt,totalWaterUsage,yearBuilt,reportYear,reportType,Source
Pittsburgh,15222,,Parking Garage,0.3,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Office,12.5,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Motion Picture Theater,12.5,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Office,12.7,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,School/University,13.3,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Performing Arts Theater,13.9,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Office,15.6,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Office,18.4,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Dormitory,28.5,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Multifamily,36.4,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Hotel,39.4,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Pittsburgh,15222,,Dining: bar lounge/leisure,134.5,,,,2015,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24076858?enlarge=163790223#attachment_163790223
Seattle,98101,,School/University,11.09,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Religious Building,11.31,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Workshop,11.74,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Performing Arts Theater,12.88,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Warehouse,13,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Office,14.21,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Health Care Clinic ,21,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Retail,24.77,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Hospital,26.12,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Health Care Clinic ,30.11,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Manufacturing Facility,32.53,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Dining: bar lounge/leisure,36.95,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Multifamily,41.14,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Hotel,50.07,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077385?enlarge=163794911#attachment_163794911
Seattle,98101,,Dining: bar lounge/leisure,125.99,,,,2011,Baseline ,https://basecamp.com/2975313/projects/9735215/uploads/24077889?enlarge=163798852#attachment_163798852
Denver,80201,Abraham Lincoln,School/University,6.23,321577,2005000,1960,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Academia Ana Sandoval,School/University,7.94,66404,527000,2001,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Amesse,School/University,8.99,70740,636000,1973,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Archuleta,School/University,18.45,67813,1251000,2002,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Asbury,School/University,9.52,43610,415000,1925,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Ashley,School/University,7.83,54264,425000,1929,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Barnum,School/University,14.49,73936,1071000,1923,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Barrett,School/University,7.83,43535,341000,1960,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Beach Court,School/University,9.50,51981,494000,1929,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Bill Roberts,School/University,5.99,105875,634000,2006,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Bradley,School/University,7.33,73120,536000,1953,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Bromwell,School/University,12.42,41052,510000,1955,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Brown,School/University,7.95,70664,562000,1952,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Bruce Randolph,School/University,10.72,152480,1635000,2002,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Bryant Webster,School/University,8.62,61038,526000,1930,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Carson,School/University,8.73,51756,452000,1952,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Castro,School/University,17.44,72803,1270000,1993,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,CEC,School/University,18.10,137352,2486000,1976,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Centennial,School/University,11.49,83499,959000,1975,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Cheltenham,School/University,9.14,80208,733000,1964,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Cole,School/University,5.23,166593,872000,1925,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Colfax,School/University,14.76,40722,601000,1920,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,College View,School/University,11.67,51746,604000,1939,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Columbian,School/University,10.68,47493,507000,1984,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Columbine,School/University,10.74,56233,604000,1959,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Contemporary Learning Academy,School/University,10.62,24209,257000,1952,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Cory,School/University,7.12,48048,342000,1950,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Cowell,School/University,14.95,57926,866000,1954,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Denison Montessori,School/University,11.07,55826,618000,1959,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Denver Center for Intnl Studies,School/University,5.55,148422,823000,1957,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Denver School of the Arts,School/University,3.64,210248,766000,2003,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Doull,School/University,9.35,74157,693000,1955,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Eagleton,School/University,10.97,47119,517000,1973,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,East,School/University,6.15,317793,1954000,1925,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Edison,School/University,15.55,58696,913000,1925,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Ellis,School/University,8.61,72253,622000,1956,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Emerson Street School,School/University,6.19,12611,78000,1978,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Emily Griffith,School/University,15.04,217641,3273000,1929,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Fairmont,School/University,21.39,66997,1433000,1924,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Fairview,School/University,17.32,58421,1012000,1924,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Farrell B. Howell,School/University,7.46,110410,824000,2006,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Force,School/University,9.20,74272,683000,1955,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Ford,School/University,12.97,74089,961000,1973,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Garden Place,School/University,9.92,70795,702000,1905,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,George Washington,School/University,6.79,348280,2365000,1960,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Gilpin,School/University,10.04,82181,825000,1951,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Godsman,School/University,6.45,75687,488000,1958,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Goldrick,School/University,14.49,61892,897000,1952,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Grant,School/University,5.90,83587,493000,1953,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Grant Ranch,School/University,12.49,98114,1225000,2001,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Green Valley,School/University,9.11,75891,691000,2000,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Greenlee,School/University,9.09,70507,641000,1950,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Greenwood,School/University,7.79,77295,602000,2001,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Gust,School/University,9.13,72530,662000,1955,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Hamilton,School/University,4.59,185230,851000,1967,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Harrington,School/University,7.40,66652,493000,1993,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Henry,School/University,13.80,133497,1842000,1975,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Hill MS Campus of Arts & Sciences,School/University,5.18,156898,813000,1955,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Holm,School/University,15.10,59666,901000,1973,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Horace Mann,School/University,6.28,142775,897000,1931,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,John F. Kennedy,School/University,9.70,303823,2947000,1964,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Johnson,School/University,12.39,53287,660000,1952,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Kaiser,School/University,10.77,70109,755000,1973,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Kepner,School/University,8.95,154165,1380000,1953,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,KIPP,School/University,16.15,22790,368000,2005,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Knapp,School/University,12.98,87363,1134000,1956,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Knight Fundamental Academy,School/University,8.59,59264,509000,1951,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Kunsmiller,School/University,8.70,161095,1402000,1957,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Lake,School/University,6.19,167762,1039000,1926,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Lincoln,School/University,6.44,57152,368000,1904,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Lowry,School/University,20.59,68877,1418000,2001,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Manual,School/University,2.77,270987,750000,1953,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Marrama,School/University,12.53,81061,1016000,1953,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Martin Luther King,School/University,12.93,203487,2632000,1984,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Maxwell,School/University,10.85,66153,718000,1998,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,McGlone,School/University,11.65,65679,765000,1978,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,McKinley‐Thatcher,School/University,8.88,40761,362000,1978,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,McMeen,School/University,6.94,76854,533000,1958,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Merrill,School/University,6.09,128594,783000,1953,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Montbello,School/University,12.67,277633,3517000,1980,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Montclair School of Academics,School/University,8.59,47833,411000,1943,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Moore,School/University,8.75,88407,774000,1889,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Morey,School/University,5.92,130968,775000,1921,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Munroe,School/University,11.61,68121,791000,1961,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Newlon,School/University,13.06,80391,1050000,1951,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,North,School/University,13.40,364492,4885000,1911,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Oakland,School/University,13.20,78045,1030000,1984,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Omar D. Blair Edison,School/University,12.34,78045,963000,2004,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Palmer,School/University,7.02,57532,404000,1950,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Park Hill,School/University,15.01,76604,1150000,1901,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Philips Prep,School/University,12.26,39493,484000,1951,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Pioneer,School/University,10.18,44199,450000,1926,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Place,School/University,9.79,167205,1637000,1971,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Polaris Program at Ebert,School/University,7.20,55250,398000,1975,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Rachel B. Noel,School/University,6.49,143965,934000,2002,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Rishel,School/University,6.91,150450,1040000,1958,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,RMSEL,School/University,6.18,46765,289000,1926,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Sabin,School/University,8.56,91431,783000,1958,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Samuels,School/University,14.82,59634,884000,1973,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Schenck,School/University,9.83,78976,776000,1958,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Schmitt,School/University,9.71,56856,552000,1955,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Skinner,School/University,7.51,148821,1118000,1922,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Slavens,School/University,5.25,63754,335000,1956,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Smiley,School/University,5.06,176012,890000,1928,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Smith Resaissance School of the Arts,School/University,7.32,71065,520000,1954,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,South,School/University,6.81,324468,2209000,1926,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Southmoor,School/University,10.26,44624,458000,1974,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Steck,School/University,18.54,43156,800000,1930,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Stedman,School/University,12.05,52363,631000,1924,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Steele,School/University,5.52,67364,372000,1913,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Swansea,School/University,9.56,64044,612000,1957,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Teller,School/University,4.54,66075,300000,1920,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Thomas Jefferson,School/University,6.70,269320,1804000,1960,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Traylor Academy,School/University,11.46,65963,756000,1968,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,University Park,School/University,16.78,66087,1109000,1924,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Valdez,School/University,12.45,77535,965000,1975,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Valverde,School/University,11.96,53331,638000,1924,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Waller,School/University,11.96,112253,1343000,2006,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,West,School/University,9.05,294047,2661000,1925,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Westerly Creek,School/University,12.06,81728,986000,2003,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
Denver,80201,Whittier,School/University,13.60,51780,704000,1930,2009,Reported,https://basecamp.com/2975313/projects/9735215/uploads/24076855?enlarge=163790220#attachment_163790220
MANHATTAN,10004,37-11 QUEENS BOULEVARD,Office,57.18,370000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10038,2 YORK STREET,Office,25.2,722373,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10022,640 COLUMBUS AVENUE,Office,22.75,721979,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10004,80 RIDGE STREET,Office,17.38,112500,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10017,257 WEST 38 STREET,Office,11.82,487501,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10471,115-10 14 ROAD,School/University,1.69,563734,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10038,451 BROADWAY,School/University,0.13,187518,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
STATEN ISLAND,10314,15 GOLD STREET,Office,115.23,130000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
STATEN ISLAND,10314,885 EAST 138 STREET,Office,40.3,70000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11357,350 ST MARK'S PLACE,School/University,114.89,92705,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BRONX,10463,53-01R 11 STREET,School/University,15.02,161880,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
QUEENS,11360,95-04 149 STREET,Performing Arts Theater,210.65,22092,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11201,325 WEST 37 STREET,Performing Arts Theater,46.63,102177,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
BROOKLYN,11236,790 EAST 103 STREET,Dining: cafeteria/fast food,3.05,174460,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10013,99 NASSAU STREET,Hotel,7661.39,59150,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10038,211-01 26 AVENUE,Hotel,638.97,71540,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
MANHATTAN,10065,560 BROADWAY,Hotel,110.55,320000,,,2011,Reported,http://catalog.data.gov/dataset/energy-and-water-data-disclosure-for-local-law-84-2011-f4180
